pass,frame,timestamp_s,latency_s,label,x0,y0,x1,y1,cx,cy
15,375,15.076,4.358,quadcopter,219.6,292.3,299.6,363.9,259.6,328.1
16,400,16.081,2.602,quadcopter,226.7,383.5,293.5,413.9,260.1,398.7
16,400,16.081,2.602,quadcopter,228.7,384.4,293.0,410.3,260.8,397.4
16,400,16.081,2.602,quadcopter,228.7,383.5,293.0,413.9,260.8,398.7
17,425,17.086,5.172,quadcopter,237.3,418.4,279.3,433.6,258.3,426.0
17,425,17.086,5.172,quadcopter,238.8,419.3,279.3,433.6,259.1,426.4
17,425,17.086,5.172,quadcopter,238.8,419.3,505.0,893.1,371.9,656.2
18,450,18.091,7.018,quadcopter,243.9,428.2,274.3,441.6,259.1,434.9
18,450,18.091,7.018,quadcopter,243.9,430.0,274.3,441.6,259.1,435.8
18,450,18.091,7.018,quadcopter,0.0,0.0,505.0,893.1,252.5,446.6
19,475,19.096,3.02,quadcopter,242.4,433.6,267.7,442.5,255.0,438.1
19,475,19.096,3.02,quadcopter,243.9,434.5,266.7,442.5,255.3,438.5
19,475,19.096,3.02,quadcopter,243.9,435.4,266.7,442.5,255.3,439.0
20,500,20.102,4.646,quadcopter,0.0,407.7,506.0,787.6,253.0,597.6
20,500,20.102,4.646,quadcopter,0.0,432.7,506.0,894.0,253.0,663.3
21,525,21.107,4.102,quadcopter,0.0,407.7,506.0,785.8,253.0,596.7
21,525,21.107,4.102,quadcopter,0.0,432.7,506.0,785.8,253.0,609.3
22,550,22.112,4.442,quadcopter,0.0,408.6,506.0,787.6,253.0,598.1
23,575,23.117,5.388,quadcopter,0.0,289.7,386.6,581.1,193.3,435.4
23,575,23.117,5.388,quadcopter,0.0,0.0,386.6,669.6,193.3,334.8
24,600,24.122,1.697,,,,,,,
25,625,25.127,6.274,quadcopter,0.0,402.3,505.0,778.7,252.5,590.5
25,625,25.127,6.274,quadcopter,131.6,433.6,242.9,540.0,187.2,486.8
25,625,25.127,6.274,quadcopter,400.8,403.2,499.9,494.4,450.3,448.8
25,625,25.127,6.274,quadcopter,442.8,433.6,505.0,494.4,473.9,464.0
26,650,26.132,7.072,quadcopter,132.6,405.9,505.0,545.3,318.8,475.6
26,650,26.132,7.072,quadcopter,213.5,538.2,505.0,893.1,359.3,715.6
26,650,26.132,7.072,quadcopter,213.5,405.9,505.0,893.1,359.3,649.5
27,675,27.137,1.532,,,,,,,
28,700,28.142,4.098,quadcopter,242.4,451.5,505.5,844.8,373.9,648.1
28,700,28.142,4.098,quadcopter,357.2,451.5,505.5,547.1,431.4,499.3
28,700,28.142,4.098,quadcopter,357.2,454.2,505.5,773.3,431.4,613.7
29,725,29.147,4.295,quadcopter,148.8,408.6,506.0,701.8,327.4,555.2
29,725,29.147,4.295,quadcopter,148.8,438.1,506.0,701.8,327.4,569.9
30,750,30.152,4.771,quadcopter,0.0,407.7,506.0,787.6,253.0,597.6
30,750,30.152,4.771,quadcopter,292.5,435.4,506.0,544.4,399.2,489.9
31,775,31.157,5.375,quadcopter,0.0,407.7,506.0,786.7,253.0,597.2
31,775,31.157,5.375,quadcopter,309.7,248.5,320.8,263.7,315.2,256.1
31,775,31.157,5.375,quadcopter,405.3,407.7,506.0,498.9,455.7,453.3
31,775,31.157,5.375,quadcopter,472.6,433.6,506.0,451.5,489.3,442.5
31,775,31.157,5.375,quadcopter,472.6,248.5,506.0,263.7,489.3,256.1
31,775,31.157,5.375,quadcopter,472.6,248.5,506.0,451.5,489.3,350.0
32,800,32.162,5.101,quadcopter,0.0,407.7,506.0,786.7,253.0,597.2
32,800,32.162,5.101,quadcopter,292.5,368.3,302.6,382.6,297.5,375.5
32,800,32.162,5.101,quadcopter,292.5,368.3,506.0,382.6,399.2,375.5
32,800,32.162,5.101,quadcopter,292.5,407.7,506.0,382.6,399.2,395.1
33,825,33.168,4.119,quadcopter,0.0,407.7,506.0,784.9,253.0,596.3
33,825,33.168,4.119,quadcopter,0.0,432.7,506.0,784.9,253.0,608.8
