pass,frame,timestamp_s,latency_s,label,x0,y0,x1,y1,cx,cy
17,425,17.086,14.954,quadcopter,236.8,421.1,279.3,435.4,258.1,428.2
17,425,17.086,14.954,quadcopter,236.8,421.1,279.3,433.6,258.1,427.3
18,450,18.091,14.945,quadcopter,242.9,430.9,274.3,443.4,258.6,437.2
18,450,18.091,14.945,quadcopter,243.9,430.9,274.3,441.6,259.1,436.3
19,475,19.096,14.773,quadcopter,242.4,436.3,267.2,445.2,254.8,440.7
19,475,19.096,14.773,quadcopter,242.4,436.3,266.2,442.5,254.3,439.4
20,500,20.102,30.811,quadcopter,0.0,408.6,506.0,788.5,253.0,598.5
20,500,20.102,30.811,quadcopter,0.0,435.4,506.0,543.6,253.0,489.5
20,500,20.102,30.811,quadcopter,0.0,409.5,506.0,788.5,253.0,599.0
20,500,20.102,30.811,quadcopter,0.0,408.6,506.0,543.6,253.0,476.1
21,525,21.107,23.409,quadcopter,0.0,408.6,506.0,894.0,253.0,651.3
22,550,22.112,23.416,quadcopter,0.0,407.7,506.0,894.0,253.0,650.8
23,575,23.117,41.738,quadcopter,0.0,290.6,385.6,577.5,192.8,434.0
24,600,24.122,28.388,quadcopter,0.0,0.0,139.7,27.7,69.8,13.9
24,600,24.122,28.388,quadcopter,0.0,0.0,506.0,894.0,253.0,447.0
25,625,25.127,29.745,quadcopter,0.0,404.1,500.4,818.9,250.2,611.5
25,625,25.127,29.745,quadcopter,0.0,430.9,500.4,818.9,250.2,624.9
26,650,26.132,42.011,quadcopter,0.0,0.0,505.5,893.1,252.7,446.6
27,675,27.137,64.333,quadcopter,427.1,99.2,506.0,147.5,466.5,123.4
27,675,27.137,64.333,quadcopter,482.7,99.2,506.0,147.5,494.4,123.4
27,675,27.137,64.333,quadcopter,0.0,0.0,505.5,893.1,252.7,446.6
28,700,28.142,19.919,quadcopter,258.1,455.9,506.0,894.0,382.0,675.0
29,725,29.147,19.928,quadcopter,148.8,409.5,506.0,894.0,327.4,651.7
29,725,29.147,19.928,quadcopter,148.8,436.3,506.0,894.0,327.4,665.1
30,750,30.152,9.917,quadcopter,0.0,409.5,506.0,786.7,253.0,598.1
31,775,31.157,16.117,quadcopter,0.0,432.7,506.0,786.7,253.0,609.7
31,775,31.157,16.117,quadcopter,404.8,408.6,506.0,498.0,455.4,453.3
31,775,31.157,16.117,quadcopter,309.7,248.5,320.3,264.6,315.0,256.6
32,800,32.162,23.541,quadcopter,0.0,409.5,506.0,786.7,253.0,598.1
33,825,33.168,15.983,quadcopter,0.0,408.6,505.0,783.1,252.5,595.9
